RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,pred_probs
2814,15600934,Randell,758,France,Female,52,7,125095.94,1,1,0,171189.83,0.8818472708873621
1568,15683124,Evans,713,France,Male,53,6,115029.4,1,0,0,191521.32,0.8818243107627326
7145,15577515,Sung,554,Germany,Female,55,0,108477.27,1,0,1,140003.0,0.8815952692155878
4893,15739592,Sokolov,707,Germany,Female,51,10,98438.23,1,0,0,70778.63,0.8815376659600908
1654,15633233,McFarland,500,France,Male,56,1,100374.58,1,1,0,118490.8,0.8811771061904
7019,15768600,Harris,805,Germany,Male,50,9,130023.38,1,1,0,62989.82,0.8810202878571353
5308,15728706,Amaechi,534,France,Female,49,7,0.0,1,1,0,13566.48,0.8808966131877436
6900,15700263,Ifeatu,569,France,Male,66,2,0.0,1,1,0,130784.2,0.8808901589215894
3496,15787161,Pisani,591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0.8806811799492755
1599,15647842,Cunningham,601,Germany,Female,48,8,120782.7,1,1,0,63940.68,0.8804679707119141
7427,15790630,Olisaemeka,619,France,Female,48,4,0.0,1,0,0,18094.96,0.8801745540682677
2273,15570835,Fallaci,491,Germany,Female,57,4,112044.72,1,1,1,41229.73,0.8801723877277734
2352,15678284,Pai,651,France,Male,35,7,74623.5,3,1,0,129451.29,0.8801413769020291
529,15653849,Lu,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,0.880134395382764
7557,15757306,Miller,738,Spain,Male,49,3,0.0,3,1,1,65066.48,0.8800185476359169
7137,15689781,Ts'ai,826,France,Female,49,0,0.0,1,0,0,178709.98,0.8797193531882156
3263,15654456,Napolitano,511,Germany,Male,48,6,149726.08,1,0,0,88307.87,0.8793302614737036
4077,15676404,Kirillov,672,France,Female,50,1,0.0,1,1,0,12106.82,0.8792640546941068
2595,15787318,Holmwood,537,Germany,Female,47,6,103163.35,1,1,0,16259.64,0.8792013627441668
5466,15794941,Chibueze,647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0.8788451663005877
2221,15806049,Lee,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0.87837248956501
2370,15708212,Lin,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,0.8781715888795926
7854,15746674,Miller,730,France,Female,47,7,0.0,1,1,0,33373.26,0.877700411469099
7301,15788224,Sanderson,669,Germany,Male,45,1,123949.75,1,0,0,110881.56,0.8775833263322381
9312,15608381,Dean,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,0.8772528110891264
6389,15582033,Manfrin,753,Germany,Male,44,3,138076.47,1,1,0,15523.09,0.8772089603247193
7404,15779492,Trevisano,796,Spain,Male,56,6,94231.13,1,0,0,121164.6,0.876802865497774
7311,15740487,Ross,627,France,Female,41,6,0.0,3,1,1,138700.75,0.8765610696575517
3931,15626008,Miller,622,Germany,Female,52,9,111973.97,1,1,1,162756.29,0.8764548702063765
587,15722010,Zuyev,621,Spain,Male,53,9,170491.84,1,1,0,35588.07,0.8762600364044278
806,15756026,Hooper,790,Spain,Female,46,9,0.0,1,0,0,14679.81,0.8761721643177417
1838,15619343,Mahmood,561,France,Male,56,7,152759.0,2,1,0,133167.11,0.8750101822163833
3371,15749905,Carr,698,Spain,Female,47,6,0.0,1,1,0,50213.81,0.8748125738392504
6506,15761053,Lock,596,Germany,Male,48,2,131326.47,1,0,0,1140.02,0.8746803456332662
3783,15680449,Hsing,431,Germany,Female,44,2,138843.7,1,1,0,37688.31,0.8735209052542225
6828,15760216,Pokrovskaya,718,France,Female,49,10,0.0,1,1,0,184474.72,0.8734418445173188
7398,15744044,Fiorentini,572,Germany,Male,47,4,99353.42,1,1,0,196549.85,0.8725586931470819
4840,15649150,Buddicom,531,France,Female,53,5,127642.44,1,1,0,141501.45,0.8720859943288412
1154,15669899,Fitts,755,Germany,Female,45,7,135643.0,1,0,0,143619.52,0.8717529949939358
3732,15568573,Graham,554,Germany,Female,51,7,105701.91,1,0,1,179797.79,0.8716324826497704
2733,15592816,Udokamma,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,0.8715010035985633
5133,15579826,Young,439,France,Female,66,9,0.0,1,1,0,65535.56,0.8708521352641164
841,15707567,Esposito,732,Germany,Male,50,6,145338.76,1,0,0,91936.1,0.8702226277096679
1667,15579706,Curtis,611,France,Female,46,5,0.0,1,1,0,77677.14,0.8702174293470811
7515,15715907,Onwubiko,699,France,Male,64,9,113109.52,1,1,0,27980.8,0.8693914002599864
586,15718057,Onyinyechukwuka,760,France,Female,51,2,100946.71,1,0,0,179614.8,0.8692354249694739
4655,15593976,Swanson,578,Germany,Female,31,5,102088.68,4,0,0,187866.21,0.8692246045151057
476,15591986,Johnston,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,0.8686599301874769
5809,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,1,0,120257.7,0.8683690008094921
7699,15691513,Dawkins,592,France,Male,60,9,0.0,4,1,1,13614.01,0.868361898338174
4782,15804131,Farmer,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,0.8681994608617563
9925,15578865,Palerma,632,Germany,Female,50,5,107959.39,1,1,1,6985.34,0.8681416725697775
6233,15718242,Wollstonecraft,725,Germany,Female,47,1,104887.43,1,0,0,86622.56,0.8674243334481363
3036,15687491,Nkemdilim,817,Germany,Male,45,9,101207.75,1,0,0,88211.12,0.8671019968918311
7069,15730793,Russell,699,Germany,Female,54,3,111009.32,1,1,1,155905.79,0.8670885309875304
8591,15633194,Osborne,771,France,Female,41,10,108309.0,4,1,1,137510.41,0.8670255137341442
857,15693864,Iheanacho,567,Germany,Female,49,5,134956.02,1,1,0,93953.84,0.8669020277689531
6896,15694765,Sabbatini,610,Germany,Male,49,6,113882.33,1,1,0,195813.81,0.8668870102141574
9011,15786463,Hsing,645,Germany,Female,59,8,121669.93,2,0,0,91.75,0.8667276585102688
8563,15647292,Peng,697,France,Male,63,7,148368.02,1,0,0,118862.08,0.8662469690732935
42,15738148,Clarke,465,France,Female,51,8,122522.32,1,0,0,181297.65,0.865944262292771
3886,15618255,Fedorov,642,Germany,Female,56,6,103244.86,2,1,0,143049.72,0.8656742148353929
2846,15812513,Nnaife,599,Germany,Male,45,10,103583.05,1,1,0,132127.69,0.8653772713894933
990,15681206,Hsing,722,France,Female,49,3,168197.66,1,1,0,140765.57,0.8651924022898227
5924,15612095,Calabrese,751,France,Female,48,9,0.0,1,1,0,137508.42,0.8651293367401783
3286,15627220,Kang,735,Germany,Female,43,9,98807.45,1,0,0,184570.04,0.8647664069681166
7254,15734649,Martel,779,Spain,Female,55,0,133295.98,1,1,0,22832.71,0.8647573820854125
5257,15761497,Udinesi,713,Spain,Female,48,1,163760.82,1,0,0,157381.14,0.8646171787635148
5440,15582168,Muravyova,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0.8634051264756538
8235,15677796,Becher,766,Germany,Male,47,9,129289.98,1,1,0,169935.46,0.8633919644126844
4513,15751748,Trevisani,666,France,Male,51,2,148222.65,1,0,0,156953.54,0.8633189803565575
7550,15785705,Thomson,705,Germany,Female,44,10,106731.58,1,1,0,137419.87,0.8631965447018636
1185,15755649,Winter-Irving,584,Germany,Male,47,7,130538.77,1,1,0,92915.84,0.8630813770560006
4746,15655410,Hinton,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,0.8629132319922133
9235,15766044,Cameron,642,Germany,Male,49,4,120688.61,1,1,0,24770.22,0.8623816697043845
4687,15607314,Chiefo,536,Spain,Male,53,2,143923.96,1,1,0,2019.78,0.8622692310001988
401,15690452,Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0.8619562751129813
8099,15594391,Samaniego,770,France,Female,68,2,183555.24,1,0,0,159557.28,0.8617843791964609
5425,15566253,Manning,580,Germany,Male,44,9,143391.07,1,0,0,146891.07,0.8611782911608412
2677,15641994,Meng,667,Germany,Male,43,1,103018.45,1,1,0,32462.39,0.8611709774774692
1319,15665077,Vogel,598,France,Female,43,5,0.0,3,1,1,100722.72,0.8610385150334093
2121,15651554,Anenechukwu,618,Germany,Female,54,4,118449.21,1,1,1,133573.29,0.8608335534673885
9880,15669414,Pisano,486,Germany,Male,62,9,118356.89,2,1,0,168034.83,0.8606365946336417
793,15707473,Summers,850,Germany,Female,48,6,111962.99,1,1,0,111755.8,0.8603168145763069
6132,15749401,Ko,686,France,Male,60,9,0.0,3,1,1,75246.21,0.8599943439215987
6892,15760865,Fan,754,Germany,Female,48,7,141819.02,1,1,0,93550.53,0.8597595227093325
5600,15635870,She,579,Germany,Female,50,5,117721.02,1,0,1,192146.63,0.8591866524346071
5340,15733966,Johnstone,496,Germany,Female,55,4,125292.53,1,1,1,31532.96,0.8590700584905545
7220,15761554,Blackburn,581,France,Male,54,4,89299.81,1,0,0,5558.47,0.8587140740552249
1830,15605275,Ofodile,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,0.8584396569058952
9601,15570533,Conti,621,Germany,Female,55,7,131033.76,1,0,1,75685.59,0.8581810477126681
8098,15706557,Ferguson,626,France,Female,52,0,0.0,2,1,0,32159.46,0.8578857438062062
9717,15706458,Pan,812,Germany,Male,39,5,115730.71,3,1,1,185599.34,0.8578548951700703
7765,15751177,Milne,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,0.8574859237156178
4034,15569079,Hagins,632,Germany,Male,48,6,126066.26,1,1,0,64345.61,0.8574733278050575
6355,15566312,Jolly,660,Spain,Female,42,5,0.0,3,1,1,189016.24,0.8573514278416079
9444,15687001,Chiemenam,596,Germany,Male,54,1,123544.0,1,1,1,120314.75,0.856921545491168
5687,15713774,Chikwendu,644,Spain,Female,46,6,12459.19,1,0,0,156787.34,0.8567268580905918
6062,15758023,Grigoryeva,544,Germany,Male,47,5,105245.21,1,0,0,99922.08,0.8560134517735137
8439,15692142,Rogova,707,Germany,Female,48,7,105086.74,1,1,1,180344.69,0.8555822921912215
4196,15747168,Sanders,626,Germany,Female,47,2,103108.8,1,0,1,166475.44,0.8548508043126876
7838,15678497,Lederer,850,Spain,Male,48,2,0.0,1,1,0,169425.3,0.8548123177741687
9694,15728963,Wei,617,Germany,Female,51,10,167273.71,1,0,0,93439.75,0.8546276721128384
6999,15640074,Barrett,666,Spain,Female,47,5,0.0,1,0,0,166650.9,0.8537699168383246
5025,15720583,Finch,745,Germany,Female,44,0,119638.21,1,1,1,34265.08,0.8536333051465979
544,15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,0.8533652563304047
8898,15740442,May,603,France,Male,51,8,186825.57,1,1,0,93739.71,0.8532907191251312
4360,15605425,Chia,545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0.8527963700644526
9477,15571529,Kirby,650,Germany,Female,48,7,138232.24,1,1,0,57594.78,0.85249237388132
4500,15773322,Obiajulu,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0.8523367367087048
4374,15596455,Mao,546,Spain,Female,45,2,0.0,1,0,0,197789.83,0.8520943177637322
2669,15582325,Jennings,524,France,Male,52,2,87894.26,1,1,0,173899.42,0.8518149018171839
7342,15815095,Burfitt,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,0.8501077815007657
3235,15664907,Alexander,527,France,Male,47,1,0.0,1,1,0,21312.16,0.8499861817605551
3075,15609653,Ifeatu,614,Germany,Female,44,6,118715.86,1,1,0,133591.11,0.8496422649761837
8649,15683053,Reyna,809,Spain,Female,48,2,0.0,1,1,0,160976.85,0.8494992690397198
1432,15809772,Glover,667,France,Male,48,2,0.0,1,1,0,43229.2,0.8494103061852997
7325,15810723,Sanderson,607,France,Female,39,10,0.0,3,1,0,132741.13,0.8486653228329835
3146,15775590,Mackay,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,0.848230765577217
6217,15726634,Wei,479,France,Male,47,1,0.0,1,1,0,95270.83,0.8479203238006153
2620,15800062,Lanford,850,Spain,Male,49,8,0.0,1,0,0,25867.67,0.8476268769936498
564,15665956,Pendergrass,509,France,Female,46,1,0.0,1,1,0,71244.59,0.8468266209821641
1374,15771942,Tikhonov,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,0.8463913187582204
1336,15576683,Yin,568,Spain,Female,43,9,0.0,1,1,0,125870.79,0.8461795109003831
4072,15732430,H?,850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0.8460694831898821
8663,15637599,Cremonesi,510,Germany,Female,44,4,123070.89,1,1,0,28461.29,0.8455280705489582
8155,15791533,Ch'ien,367,Spain,Male,42,6,93608.28,1,1,0,168816.73,0.8440343932558435
4698,15680706,Balashov,537,Germany,Male,48,4,131834.8,1,1,0,166476.95,0.8438977644964449
5834,15624519,Calabrese,656,Germany,Female,49,9,97092.87,1,1,0,74771.22,0.8437836493896712
6480,15704160,Wan,648,Spain,Male,49,5,0.0,1,1,0,149946.43,0.8435883810108292
7207,15770995,Sinclair,753,Germany,Female,47,1,131160.85,1,1,0,197444.69,0.8433626571200492
6316,15687421,Highland,559,Spain,Male,67,9,125919.35,1,1,0,175910.95,0.8433146452594422
6369,15693764,Mai,663,Spain,Male,52,0,136298.65,1,1,0,144593.3,0.8428689787267489
4221,15711314,Kao,589,Spain,Female,45,1,0.0,1,0,0,125939.22,0.8427457020161955
5090,15631882,Yeh,688,Germany,Male,45,9,103399.87,1,0,0,129870.93,0.842681870567658
1995,15666055,Rowe,705,France,Female,49,7,0.0,1,1,0,63405.2,0.8426098446428357
280,15782210,K'ung,714,France,Male,46,1,0.0,1,1,0,152167.79,0.842537965325674
229,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,0.8424967479944442
7802,15798844,Chijindum,678,France,Male,54,7,128914.97,1,0,0,191746.23,0.8423087216386729
4425,15774630,Peacock,601,Germany,Female,47,1,142802.02,1,1,1,57553.02,0.8420923124676978
2225,15691723,Chukwudi,631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0.841948899678673
4183,15577587,Reynolds,550,Germany,Male,52,5,121016.23,1,1,1,41730.37,0.8419104596393652
6602,15655213,Udinese,591,Germany,Female,51,8,132508.3,1,1,1,161304.68,0.841784504794015
8964,15796993,McCollum,741,France,Male,52,1,171236.3,2,0,0,21834.4,0.8417586918608145
340,15807923,Young,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,0.8413091538421801
7950,15617486,Sullivan,530,France,Male,52,1,106723.28,1,0,0,109960.4,0.8412937067112419
4224,15588090,Ferri,726,Germany,Female,51,8,107494.86,2,1,0,140937.91,0.8412303826586239
3602,15747208,Watt,608,France,Male,50,6,0.0,1,1,0,93568.77,0.841228495437102
8524,15567778,Genovese,690,Germany,Female,54,1,144027.8,1,1,1,108731.02,0.84118652815357
2432,15782247,Yeh,540,France,Male,22,4,0.0,3,1,1,186233.26,0.8411595189066466
2704,15627352,Bulgakov,459,Germany,Male,46,7,110356.42,1,1,0,4969.13,0.840652744656737
2347,15706163,Enyinnaya,518,Germany,Male,46,4,113625.93,1,0,0,92727.42,0.8402155740285607
2211,15769917,Onyekachi,673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0.8398451826664374
9045,15653347,Chiu,560,Spain,Male,47,1,0.0,1,0,0,128882.66,0.839530378496988
5236,15608528,Munro,645,France,Female,68,9,0.0,4,1,1,176353.87,0.8394234174676348
9614,15737025,Roberts,635,France,Male,33,1,0.0,3,0,0,178067.33,0.839286113753245
1978,15585901,Johnson,717,Spain,Male,35,1,0.0,3,0,0,174770.14,0.8392486894826201
3725,15703541,Wang,772,Germany,Female,51,9,143930.92,1,0,1,46675.51,0.839076242990636
6704,15583863,Chimaobim,681,Germany,Male,49,8,142946.18,1,0,0,187280.51,0.8386107502235467
9357,15734711,Loggia,373,France,Male,42,7,0.0,1,1,0,77786.37,0.8386028611696313
688,15579334,Watkins,769,Germany,Female,45,5,126674.81,1,1,0,124118.71,0.8381746660321544
6498,15793688,Bancks,669,France,Male,50,9,201009.64,1,1,0,158032.5,0.8380194913984181
8066,15690829,Sandefur,430,Germany,Male,49,3,137115.16,1,1,0,146516.86,0.8373175263302824
7038,15789611,Lin,568,Germany,Male,46,8,150836.92,1,0,0,64516.8,0.8366124131153552
7004,15715750,Okeke,646,Germany,Female,44,2,113063.83,1,0,0,53072.49,0.8361822285286445
7863,15811343,Cattaneo,644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0.8355892905165807
2099,15769216,Panicucci,601,France,Female,43,2,0.0,1,1,0,49713.87,0.8352380521751082
5594,15597968,Fyans,617,Spain,Male,50,7,0.0,1,1,0,184839.7,0.8345614478213464
9918,15755731,Davis,635,Germany,Male,53,8,117005.55,1,0,1,123646.57,0.8345074182474532
6304,15591169,Hawes,788,Germany,Female,49,4,137455.99,1,1,0,184178.29,0.834479366832642
3698,15565796,Docherty,745,Germany,Male,48,10,96048.55,1,1,0,74510.65,0.8337180198480775
6697,15587299,Board,567,France,Female,48,3,0.0,1,1,0,55362.45,0.8336801853578453
8712,15673995,Tu,516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0.8334193231240077
1492,15634891,Jamison,504,Germany,Female,43,7,102365.49,1,1,0,194690.77,0.8334138473483842
9035,15772337,Lawrence,723,Germany,Female,49,0,153855.52,1,1,1,180862.26,0.8332698763532363
2373,15578297,Ebelegbulam,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,0.8331376369672072
9690,15728005,Urban,698,France,Female,57,9,111359.55,2,1,0,105715.01,0.8328993207725274
2051,15797160,Glover,492,France,Female,49,8,0.0,1,1,1,182865.09,0.8328939033060131
8937,15722991,McGregor,567,France,Male,54,9,96402.96,1,0,0,52035.29,0.8328866986373008
4225,15735270,Ruggiero,767,Spain,Male,47,2,0.0,1,1,0,48161.18,0.8326984351136213
4550,15587611,Kauffmann,537,France,Male,59,9,0.0,2,0,0,103799.77,0.8325305504642383
5162,15772250,Udegbunam,842,Spain,Male,46,9,0.0,1,0,0,17268.02,0.8325068132797032
6232,15729238,Peng,631,Germany,Male,48,1,106396.48,1,1,1,150661.42,0.8322833018703526
9921,15673020,Smith,678,France,Female,49,3,204510.94,1,0,1,738.88,0.8322749863627715
4823,15805704,Murphy,745,France,Female,32,2,0.0,4,0,1,179705.13,0.8321263402548775
5932,15566988,Iqbal,656,Germany,Female,46,7,141535.52,1,1,0,50595.15,0.8320578056399021
6273,15611331,Niu,511,France,Female,46,1,0.0,1,1,1,115779.48,0.8315506176105516
2088,15687658,Burgin,716,France,Female,52,7,65971.61,2,1,0,14608.0,0.8314379822197978
8724,15803202,Onyekachi,350,France,Male,51,10,0.0,1,1,1,125823.79,0.8314345464638202
5973,15623499,Holman,548,Germany,Male,49,9,108437.89,1,0,0,127022.87,0.831065926405226
2297,15582714,Napolitani,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,0.8309210666082116
5273,15587507,Feng,850,France,Male,47,6,0.0,1,1,0,187391.02,0.8307638447183442
5802,15659800,Teng,584,Spain,Female,50,1,0.0,1,0,1,152567.75,0.8306458532049714
1406,15612494,Panicucci,359,France,Female,44,6,128747.69,1,1,0,146955.71,0.830239661151507
7842,15789563,Fiorentino,706,Germany,Female,46,7,111288.18,1,1,1,149170.25,0.8299889433285467
1612,15781553,Chung,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,0.829902698070893
1808,15605037,Ting,818,France,Female,49,2,0.0,1,0,1,192298.84,0.8297028650291254
9338,15797751,Pai,466,Germany,Female,47,5,102085.72,1,1,1,183536.24,0.8296220639648568
6727,15633213,Rizzo,628,Spain,Male,50,8,0.0,1,0,0,144366.83,0.8295311248665364
7689,15592412,Sun,713,Germany,Male,45,4,131038.14,1,1,0,74005.04,0.8290515378722789
7059,15671769,Zikoranachidimma,624,France,Female,71,4,170252.05,3,1,1,73679.59,0.8286987635789343
7396,15808386,Cocci,721,Germany,Female,45,7,138523.2,1,0,0,59604.45,0.8286932826767573
2428,15661821,Johnstone,798,Germany,Female,49,5,132571.67,1,1,1,31686.33,0.8285409037171565
2899,15624510,Tien,696,France,Male,52,6,139781.06,1,1,0,27445.4,0.8283015757304633
7023,15796813,Storey,493,France,Male,54,3,167831.88,2,1,0,150159.95,0.8282772811217568
7472,15721569,Chialuka,658,Germany,Female,55,8,119327.93,1,0,1,119439.66,0.8280128273677302
1508,15577274,Genovese,549,Germany,Female,43,3,134985.66,1,1,0,6101.41,0.8279175727135502
752,15634245,Muecke,758,Germany,Female,47,9,95523.16,1,1,0,73294.48,0.8277838028739429
6302,15683183,Volkova,766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0.8276957601393082
7227,15614813,Cocci,777,Germany,Female,46,0,107362.8,1,1,0,487.3,0.8276486399909789
3590,15785406,Watts,446,France,Female,51,4,105056.13,1,0,0,70613.52,0.8276431068010132
9821,15762762,Onyekachukwu,648,Germany,Female,45,5,118886.55,1,0,0,51636.7,0.8273400262450874
7159,15591010,McDonald,434,Germany,Male,55,8,109339.17,2,1,0,96405.88,0.8272579984315738
9208,15643770,Yu,682,France,Female,52,5,112670.48,1,1,0,21085.17,0.8270570802845423
5850,15608873,Smith,665,France,Male,51,2,0.0,1,0,0,53353.36,0.8265941185232563
4312,15719991,Korovina,727,Spain,Female,52,1,154733.97,1,1,0,80259.67,0.826107761137937
8602,15647570,Chung,640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0.8260109440012372
5100,15731555,Ross-Watt,595,Germany,Female,45,9,106000.12,1,0,0,191448.96,0.8258501767977872
6072,15665222,Lettiere,625,Spain,Male,52,8,121161.57,1,1,0,48988.28,0.8253571762535856
127,15671137,MacDonald,549,France,Female,52,1,0.0,1,0,1,8636.05,0.825129366072703
868,15756804,O'Loghlen,636,France,Female,48,1,170833.46,1,1,0,110510.28,0.8250366701219344
6562,15650538,Sun,445,Germany,Female,48,7,168286.58,1,1,0,16645.77,0.8248989925615885
3246,15768151,Romano,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,0.8238430202739717
4852,15618239,Neumann,530,France,Female,48,0,0.0,1,1,0,85081.09,0.8235365092561561
9315,15645371,Cameron,613,Germany,Female,51,7,147262.11,1,1,1,53630.9,0.8235121529827739
1019,15602010,Zikoranaudodimma,850,Germany,Female,45,5,103909.86,1,1,0,60083.11,0.8231058947063228
4175,15810593,Forbes,568,France,Male,51,4,0.0,3,1,1,66586.56,0.8230862897103058
4362,15592000,Calabresi,781,Germany,Female,48,9,82794.18,1,1,0,124720.68,0.8229574800740218
8464,15661162,Akabueze,526,Spain,Male,49,2,0.0,1,1,0,114539.67,0.822516286292106
5625,15581295,Ch'ien,617,Spain,Female,45,1,0.0,1,1,0,143298.06,0.8222837343472278
2720,15809178,Pan,569,Germany,Female,42,9,146100.75,1,1,0,32574.01,0.8222147521794889
8992,15698902,McIntyre,547,Germany,Female,42,1,142703.4,1,1,0,86207.49,0.8217862500955297
8050,15808868,Nwokeocha,652,France,Female,31,3,103696.97,3,0,0,155221.05,0.8215285615645176
3619,15750867,Nucci,489,Germany,Female,46,8,92060.06,1,1,0,147222.95,0.8212832674113807
4871,15573888,Ponomaryov,648,Germany,Female,43,1,107963.38,1,0,0,186438.86,0.8205273098015337
5370,15674541,Robinson,575,Spain,Male,52,8,123925.23,1,0,0,111342.66,0.8204578265102836
9172,15660475,Ndubueze,411,France,Female,54,9,0.0,1,0,1,76621.49,0.8203464841832916
7446,15630592,Sanders,516,France,Female,45,4,0.0,1,1,0,95273.73,0.8201659340320039
6969,15721793,Chiu,510,Germany,Female,50,7,123936.54,1,1,1,23768.01,0.8201192806831553
3200,15678201,Robertson,548,France,Female,46,1,0.0,1,1,1,104469.06,0.8193986083998349
5928,15591036,Genovesi,577,Germany,Female,43,3,127940.47,1,0,0,125140.72,0.8193682815764676
1254,15699523,Chu,499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0.8193346094523075
139,15594408,Chia,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,0.8190784260780873
9377,15657306,Kershaw,567,France,Female,47,2,0.0,1,0,0,110900.43,0.8186296285894624
6817,15662243,Taylor,559,France,Male,50,5,162702.35,1,0,0,150548.5,0.8182176282567195
5848,15569666,Goddard,517,France,Female,45,4,0.0,1,0,0,172674.36,0.8182102558265264
7975,15722632,Dickson,716,Germany,Male,50,2,119655.77,1,1,1,12944.17,0.8181084781213507
3570,15761670,Morley,695,France,Female,50,8,0.0,1,1,0,126381.6,0.817998183073376
9031,15799635,Arbour,577,Spain,Male,51,2,108867.0,1,0,0,140800.66,0.8171580944887532
5140,15703728,Chieloka,700,Spain,Male,47,4,0.0,1,1,0,121798.52,0.8170167216315658
9402,15601857,Woodhouse,705,Germany,Female,46,4,115518.07,1,0,0,76544.9,0.8169851219751645
5233,15684960,Yewen,559,France,Female,46,5,0.0,1,1,0,21006.1,0.8168337128273198
7727,15757617,Lewis,735,France,Male,55,6,134140.68,1,1,0,2267.88,0.8166566339178957
4094,15798470,Scannell,764,Spain,Female,48,1,75990.97,1,1,0,158323.81,0.8163620900713444
141,15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0.8163386413194265
8549,15806546,Lucas,517,Spain,Male,46,4,0.0,1,1,0,22372.78,0.8157502004310313
1463,15566211,Hsu,616,Germany,Female,41,1,103560.57,1,1,0,236.45,0.8149993784045592
1282,15779182,Chia,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,0.8148504074518169
7339,15796111,Smith,708,Germany,Female,54,8,145151.4,1,0,1,125311.17,0.814691694431204
6713,15724838,Moretti,599,France,Female,43,4,0.0,1,1,0,170347.1,0.8137814663760384
585,15803689,Begum,647,Germany,Female,51,1,119741.77,2,0,0,54954.51,0.8137291157513596
5482,15606397,Cameron,577,Germany,Female,44,1,152086.15,1,0,1,44719.5,0.8136216836222679
9860,15615430,Adams,678,Germany,Male,55,4,129646.91,1,1,1,184125.1,0.8130106629010533
9983,15768163,Griffin,655,Germany,Female,46,7,137145.12,1,1,0,115146.4,0.8121729846120106
1632,15685372,Azubuike,350,Spain,Male,54,1,152677.48,1,1,1,191973.49,0.8120930726808196
9427,15675518,Charlton,499,Spain,Female,53,1,75225.53,2,0,0,144849.1,0.8118662943416853
4275,15690021,Martin,502,Germany,Female,42,0,132002.7,1,0,1,28204.98,0.81175027355418
2967,15577178,Genovese,511,France,Male,45,5,68375.27,1,1,0,193160.25,0.8116440508448319
8551,15709016,North,687,Germany,Female,47,1,91219.29,1,0,0,158845.49,0.8114229826136565
908,15724848,Oluchukwu,516,France,Female,46,1,104947.72,1,1,0,115789.25,0.81088157835657
3186,15761950,Woronoff,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,0.810786196274286
6309,15766427,Shaw,565,Germany,Male,52,5,97720.35,2,1,0,175070.94,0.8106677144407823
6166,15801942,Chu,619,Spain,Female,41,8,0.0,3,1,1,79866.73,0.8103143049862439
6347,15814468,Wei,551,Germany,Male,50,1,121399.98,1,0,1,84508.44,0.8100932159240734
4649,15751392,Fanucci,689,Spain,Female,57,4,0.0,2,1,0,136649.8,0.8100364927712809
2531,15598086,Brown,624,France,Female,45,3,68639.57,1,1,0,168002.31,0.8098142219368208
4448,15716381,Greece,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,0.809600469540682
9065,15632816,Williams,521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0.8094706725486797
2552,15631310,Hsieh,537,France,Female,53,3,0.0,1,1,1,91406.62,0.8089814014152832
1570,15670823,Hsueh,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,0.8088140386698509
7714,15786215,Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0.8088066757850678
7500,15790113,Schofield,609,Germany,Female,71,6,113317.1,1,1,0,108258.22,0.808792461682883
